2,0,0,1,1,1,2,10,0.5,1,1,1,0,0,0,1,1,1,0,10,0,1,1,1,
1,1,-0.59049,0.531441,0.649539,0.59049,0.82171,-0.331,0,0.72171,1.17406,0.59049,
1.53144,1,0,0.531441,0.649539,0.531441,-0.62171,-0.331,0,0.72171,1.17406,0.59049,
0.468559,1,0,0.531441,0.649539,0.531441,0.1,0.843062,0,0.649539,1.17406,0.59049,
1,1.64954,0,0.478297,0.649539,0.531441,0.1,-1.50506,0,0.649539,1.17406,0.59049,
1,0.350461,0,0.478297,0.649539,0.531441,0.1,-0.331,0.59049,0.649539,1.05666,0.59049,
1,1,0.531441,0.478297,0.584585,0.531441,0.1,-0.331,-0.59049,0.649539,1.05666,0.59049,
1,1,-0.531441,0.478297,0.584585,0.531441,0.749539,-0.331,0,0.649539,1.05666,0.531441,
1.4783,1,0,0.478297,0.584585,0.478297,-0.549539,-0.331,0,0.649539,1.05666,0.531441,
0.521703,1,0,0.478297,0.584585,0.478297,0.1,0.725656,0,0.584585,1.05666,0.531441,
1,1.58459,0,0.430467,0.584585,0.478297,0.1,0.725656,0,0.584585,1.16232,0.531441,
1,0.415415,0,0.430467,0.584585,0.478297,0.1,0.725656,0.531441,0.584585,1.16232,0.531441,
1,1,0.478297,0.430467,0.526127,0.478297,0.1,0.725656,-0.531441,0.584585,1.16232,0.531441,
1,1,-0.478297,0.430467,0.526127,0.478297,0.684585,0.725656,0,0.584585,1.16232,0.478297,
1.43047,1,0,0.430467,0.526127,0.430467,-0.484585,0.725656,0,0.584585,1.16232,0.478297,
0.569533,1,0,0.430467,0.526127,0.430467,0.1,1.88798,0,0.526127,1.16232,0.478297,
1,1.52613,0,0.38742,0.526127,0.430467,0.1,-0.436666,0,0.526127,1.16232,0.478297,
1,0.473873,0,0.38742,0.526127,0.430467,0.1,0.725656,0.478297,0.526127,1.04609,0.478297,
1,1,0.430467,0.38742,0.473514,0.430467,0.1,0.725656,-0.478297,0.526127,1.04609,0.478297,
1,1,-0.430467,0.38742,0.473514,0.430467,0.626127,0.725656,0,0.526127,1.04609,0.430467,
1.38742,1,0,0.38742,0.473514,0.38742,-0.426127,0.725656,0,0.526127,1.04609,0.430467,
0.61258,1,0,0.38742,0.473514,0.38742,0.1,1.77174,0,0.473514,1.04609,0.430467,
1,1.47351,0,0.348678,0.473514,0.38742,0.1,-0.320433,0,0.473514,1.04609,0.430467,
1,0.526486,0,0.348678,0.473514,0.38742,0.1,-0.320433,0,0.473514,1.1507,0.430467,
1,1,0.38742,0.348678,0.426163,0.38742,0.1,-0.320433,0,0.473514,1.26577,0.430467,
1,1,-0.38742,0.348678,0.426163,0.38742,0.1,-0.320433,0.430467,0.473514,1.26577,0.430467,
1.34868,1,0,0.348678,0.426163,0.348678,0.1,-0.320433,-0.430467,0.473514,1.26577,0.430467,
0.651322,1,0,0.348678,0.426163,0.348678,0.573514,-0.320433,0,0.473514,1.26577,0.38742,
1,1.42616,0,0.313811,0.426163,0.348678,-0.373514,-0.320433,0,0.473514,1.26577,0.38742,
1,0.573837,0,0.313811,0.426163,0.348678,0.1,0.945334,0,0.426163,1.26577,0.38742,
1,1,0.348678,0.313811,0.383546,0.348678,0.1,-1.5862,0,0.426163,1.26577,0.38742,
1,1,-0.348678,0.313811,0.383546,0.348678,0.1,-0.320433,0.38742,0.426163,1.13919,0.38742,
1.31381,1,0,0.313811,0.383546,0.313811,0.1,-0.320433,-0.38742,0.426163,1.13919,0.38742,
0.686189,1,0,0.313811,0.383546,0.313811,0.526163,-0.320433,0,0.426163,1.13919,0.348678,
1,1.38355,0,0.28243,0.383546,0.313811,-0.326163,-0.320433,0,0.426163,1.13919,0.348678,
1,0.616454,0,0.28243,0.383546,0.313811,0.1,0.818758,0,0.383546,1.13919,0.348678,
1,1,0.313811,0.28243,0.345192,0.313811,0.1,-1.45962,0,0.383546,1.13919,0.348678,
1,1,-0.313811,0.28243,0.345192,0.313811,0.1,-0.320433,0.348678,0.383546,1.02527,0.348678,
1.28243,1,0,0.28243,0.345192,0.28243,0.1,-0.320433,-0.348678,0.383546,1.02527,0.348678,
0.71757,1,0,0.28243,0.345192,0.28243,0.483546,-0.320433,0,0.383546,1.02527,0.313811,
1,1.34519,0,0.254187,0.345192,0.28243,-0.283546,-0.320433,0,0.383546,1.02527,0.313811,
1,0.654808,0,0.254187,0.345192,0.28243,0.1,0.704838,0,0.345192,1.02527,0.313811,
1,1,0.28243,0.254187,0.310672,0.28243,0.1,-1.34571,0,0.345192,1.02527,0.313811,
1,1,-0.28243,0.254187,0.310672,0.28243,0.1,-0.320433,0.313811,0.345192,0.922745,0.313811,
1.25419,1,0,0.254187,0.310672,0.254187,0.1,-0.320433,-0.313811,0.345192,0.922745,0.313811,
0.745813,1,0,0.254187,0.310672,0.254187,0.445192,-0.320433,0,0.345192,0.922745,0.28243,
1,1.31067,0,0.228768,0.310672,0.254187,-0.245192,-0.320433,0,0.345192,0.922745,0.28243,
1,0.689328,0,0.228768,0.310672,0.254187,0.1,0.602311,0,0.310672,0.922745,0.28243,
1,1,0.254187,0.228768,0.279605,0.254187,0.1,-1.24318,0,0.310672,0.922745,0.28243,
1,1,-0.254187,0.228768,0.279605,0.254187,0.1,-0.320433,0.28243,0.310672,0.83047,0.28243,
1.22877,1,0,0.228768,0.279605,0.228768,0.1,-0.320433,-0.28243,0.310672,0.83047,0.28243,
0.771232,1,0,0.228768,0.279605,0.228768,0.410672,-0.320433,0,0.310672,0.83047,0.254187,
1,1.27961,0,0.205891,0.279605,0.228768,-0.210672,-0.320433,0,0.310672,0.83047,0.254187,
1,0.720395,0,0.205891,0.279605,0.228768,0.1,0.510037,0,0.279605,0.83047,0.254187,
1,1,0.228768,0.205891,0.251645,0.228768,0.1,-1.1509,0,0.279605,0.83047,0.254187,
1,1,-0.228768,0.205891,0.251645,0.228768,0.1,-0.320433,0.254187,0.279605,0.747423,0.254187,
1.20589,1,0,0.205891,0.251645,0.205891,0.1,-0.320433,-0.254187,0.279605,0.747423,0.254187,
0.794109,1,0,0.205891,0.251645,0.205891,0.379605,-0.320433,0,0.279605,0.747423,0.228768,
1,1.25164,0,0.185302,0.251645,0.205891,-0.179605,-0.320433,0,0.279605,0.747423,0.228768,
1,0.748355,0,0.185302,0.251645,0.205891,0.1,0.42699,0,0.251645,0.747423,0.228768,
1,1,0.205891,0.185302,0.22648,0.205891,0.1,-1.06786,0,0.251645,0.747423,0.228768,
1,1,-0.205891,0.185302,0.22648,0.205891,0.1,-0.320433,0.228768,0.251645,0.672681,0.228768,
1.1853,1,0,0.185302,0.22648,0.185302,0.1,-0.320433,-0.228768,0.251645,0.672681,0.228768,
0.814698,1,0,0.185302,0.22648,0.185302,0.351645,-0.320433,0,0.251645,0.672681,0.205891,
1,1.22648,0,0.166772,0.22648,0.185302,-0.151645,-0.320433,0,0.251645,0.672681,0.205891,
1,0.77352,0,0.166772,0.22648,0.185302,0.1,0.352247,0,0.22648,0.672681,0.205891,
1,1,0.185302,0.166772,0.203832,0.185302,0.1,0.352247,0,0.22648,0.739949,0.205891,
1,1,-0.185302,0.166772,0.203832,0.185302,0.1,0.352247,0.205891,0.22648,0.739949,0.205891,
1.16677,1,0,0.166772,0.203832,0.166772,0.1,0.352247,-0.205891,0.22648,0.739949,0.205891,
0.833228,1,0,0.166772,0.203832,0.166772,0.32648,0.352247,0,0.22648,0.739949,0.185302,
1,1.20383,0,0.150095,0.203832,0.166772,-0.12648,0.352247,0,0.22648,0.739949,0.185302,
1,0.796168,0,0.150095,0.203832,0.166772,0.1,1.0922,0,0.203832,0.739949,0.185302,
1,1,0.166772,0.150095,0.183449,0.166772,0.1,-0.387702,0,0.203832,0.739949,0.185302,
1,1,-0.166772,0.150095,0.183449,0.166772,0.1,0.352247,0.185302,0.203832,0.665954,0.185302,
1.15009,1,0,0.150095,0.183449,0.150095,0.1,0.352247,-0.185302,0.203832,0.665954,0.185302,
0.849905,1,0,0.150095,0.183449,0.150095,0.303832,0.352247,0,0.203832,0.665954,0.166772,
1,1.18345,0,0.135085,0.183449,0.150095,-0.103832,0.352247,0,0.203832,0.665954,0.166772,
1,0.816551,0,0.135085,0.183449,0.150095,0.1,1.0182,0,0.183449,0.665954,0.166772,
1,1,0.150095,0.135085,0.165104,0.150095,0.1,-0.313707,0,0.183449,0.665954,0.166772,
1,1,-0.150095,0.135085,0.165104,0.150095,0.1,0.352247,0.166772,0.183449,0.599359,0.166772,
1.13509,1,0,0.135085,0.165104,0.135085,0.1,0.352247,-0.166772,0.183449,0.599359,0.166772,
0.864915,1,0,0.135085,0.165104,0.135085,0.283449,0.352247,0,0.183449,0.599359,0.150095,
1,1.1651,0,0.121577,0.165104,0.135085,-0.083449,0.352247,0,0.183449,0.599359,0.150095,
1,0.834896,0,0.121577,0.165104,0.135085,0.1,0.951606,0,0.165104,0.599359,0.150095,
1,1,0.135085,0.121577,0.148594,0.135085,0.1,-0.247111,0,0.165104,0.599359,0.150095,
1,1,-0.135085,0.121577,0.148594,0.135085,0.1,0.352247,0.150095,0.165104,0.539423,0.150095,
1.12158,1,0,0.121577,0.148594,0.121577,0.1,0.352247,-0.150095,0.165104,0.539423,0.150095,
0.878423,1,0,0.121577,0.148594,0.121577,0.265104,0.352247,0,0.165104,0.539423,0.135085,
1,1.14859,0,0.109419,0.148594,0.121577,-0.0651041,0.352247,0,0.165104,0.539423,0.135085,
1,0.851406,0,0.109419,0.148594,0.121577,0.1,0.89167,0,0.148594,0.539423,0.135085,
1,1,0.121577,0.109419,0.133734,0.121577,0.1,-0.187175,0,0.148594,0.539423,0.135085,
1,1,-0.121577,0.109419,0.133734,0.121577,0.1,0.352247,0.135085,0.148594,0.485481,0.135085,
1.10942,1,0,0.109419,0.133734,0.109419,0.1,0.352247,-0.135085,0.148594,0.485481,0.135085,
0.890581,1,0,0.109419,0.133734,0.109419,0.248594,0.352247,0,0.148594,0.485481,0.121577,
1,1.13373,0,0.0984771,0.133734,0.109419,-0.0485937,0.352247,0,0.148594,0.485481,0.121577,
1,0.866266,0,0.0984771,0.133734,0.109419,-0.0485937,0.352247,0,0.163453,0.485481,0.121577,
1,1,0.109419,0.0984771,0.120361,0.109419,-0.0485937,0.837728,0,0.163453,0.485481,0.121577,
1,1,-0.109419,0.0984771,0.120361,0.109419,-0.0485937,-0.133233,0,0.163453,0.485481,0.121577,
1.09848,1,0,0.0984771,0.120361,0.0984771,-0.0485937,0.352247,0.121577,0.163453,0.436932,0.121577,
0.901523,1,0,0.0984771,0.120361,0.0984771,-0.0485937,0.352247,-0.121577,0.163453,0.436932,0.121577,
1,1.12036,0,0.0886294,0.120361,0.0984771,0.114859,0.352247,0,0.163453,0.436932,0.109419,
1,0.879639,0,0.0886294,0.120361,0.0984771,-0.212047,0.352247,0,0.163453,0.436932,0.109419,
1,1,0.0984771,0.0886294,0.108325,0.0984771,-0.0485937,0.78918,0,0.147108,0.436932,0.109419,
1,1,-0.0984771,0.0886294,0.108325,0.0984771,-0.0485937,-0.084685,0,0.147108,0.436932,0.109419,
1.08863,1,0,0.0886294,0.108325,0.0886294,-0.0485937,0.352247,0.109419,0.147108,0.393239,0.109419,
0.911371,1,0,0.0886294,0.108325,0.0886294,-0.0485937,0.352247,-0.109419,0.147108,0.393239,0.109419,
1,1.10832,0,0.0797664,0.108325,0.0886294,0.0985141,0.352247,0,0.147108,0.393239,0.0984771,
1,0.891675,0,0.0797664,0.108325,0.0886294,-0.195701,0.352247,0,0.147108,0.393239,0.0984771,
1,1,0.0886294,0.0797664,0.0974923,0.0886294,-0.0485937,0.745487,0,0.132397,0.393239,0.0984771,
1,1,-0.0886294,0.0797664,0.0974923,0.0886294,-0.0485937,-0.0409918,0,0.132397,0.393239,0.0984771,
1.07977,1,0,0.0797664,0.0974923,0.0797664,-0.0485937,0.352247,0.0984771,0.132397,0.353915,0.0984771,
0.920234,1,0,0.0797664,0.0974923,0.0797664,-0.0485937,0.352247,-0.0984771,0.132397,0.353915,0.0984771,
1,1.09749,0,0.0717898,0.0974923,0.0797664,0.0838033,0.352247,0,0.132397,0.353915,0.0886294,
1,0.902508,0,0.0717898,0.0974923,0.0797664,-0.180991,0.352247,0,0.132397,0.353915,0.0886294,
1,1,0.0797664,0.0717898,0.0877431,0.0797664,-0.0485937,0.706163,0,0.119157,0.353915,0.0886294,
1,1,-0.0797664,0.0717898,0.0877431,0.0797664,-0.0485937,-0.00166786,0,0.119157,0.353915,0.0886294,
1.07179,1,0,0.0717898,0.0877431,0.0717898,-0.0485937,0.352247,0.0886294,0.119157,0.318524,0.0886294,
0.92821,1,0,0.0717898,0.0877431,0.0717898,-0.0485937,0.352247,-0.0886294,0.119157,0.318524,0.0886294,
1,1.08774,0,0.0646108,0.0877431,0.0717898,0.0705636,0.352247,0,0.119157,0.318524,0.0797664,
1,0.912257,0,0.0646108,0.0877431,0.0717898,-0.167751,0.352247,0,0.119157,0.318524,0.0797664,
1,1,0.0717898,0.0646108,0.0789688,0.0717898,-0.0485937,0.670771,0,0.107242,0.318524,0.0797664,
1,1,-0.0717898,0.0646108,0.0789688,0.0717898,-0.0485937,0.0337237,0,0.107242,0.318524,0.0797664,
1.06461,1,0,0.0646108,0.0789688,0.0646108,-0.0485937,0.352247,0.0797664,0.107242,0.286671,0.0797664,
0.935389,1,0,0.0646108,0.0789688,0.0646108,-0.0485937,0.352247,-0.0797664,0.107242,0.286671,0.0797664,
1,1.07897,0,0.0581497,0.0789688,0.0646108,0.0586479,0.352247,0,0.107242,0.286671,0.0717898,
1,0.921031,0,0.0581497,0.0789688,0.0646108,-0.155835,0.352247,0,0.107242,0.286671,0.0717898,
1,1,0.0646108,0.0581497,0.0710719,0.0646108,-0.0485937,0.638919,0,0.0965174,0.286671,0.0717898,
1,1,-0.0646108,0.0581497,0.0710719,0.0646108,-0.0485937,0.065576,0,0.0965174,0.286671,0.0717898,
1.05815,1,0,0.0581497,0.0710719,0.0581497,-0.0485937,0.352247,0.0717898,0.0965174,0.258004,0.0717898,
0.94185,1,0,0.0581497,0.0710719,0.0581497,-0.0485937,0.352247,-0.0717898,0.0965174,0.258004,0.0717898,
1,1.07107,0,0.0523348,0.0710719,0.0581497,0.0479237,0.352247,0,0.0965174,0.258004,0.0646108,
1,0.928928,0,0.0523348,0.0710719,0.0581497,-0.145111,0.352247,0,0.0965174,0.258004,0.0646108,
1,1,0.0581497,0.0523348,0.0639647,0.0581497,-0.0485937,0.610252,0,0.0868657,0.258004,0.0646108,
1,1,-0.0581497,0.0523348,0.0639647,0.0581497,-0.0485937,0.0942432,0,0.0868657,0.258004,0.0646108,
1.05233,1,0,0.0523348,0.0639647,0.0523348,-0.0485937,0.352247,0.0646108,0.0868657,0.232204,0.0646108,
0.947665,1,0,0.0523348,0.0639647,0.0523348,-0.0485937,0.352247,-0.0646108,0.0868657,0.232204,0.0646108,
1,1.06396,0,0.0471013,0.0639647,0.0523348,0.038272,0.352247,0,0.0868657,0.232204,0.0581497,
1,0.936035,0,0.0471013,0.0639647,0.0523348,-0.135459,0.352247,0,0.0868657,0.232204,0.0581497,
1,1,0.0523348,0.0471013,0.0575682,0.0523348,-0.0485937,0.584451,0,0.0781791,0.232204,0.0581497,
1,1,-0.0523348,0.0471013,0.0575682,0.0523348,-0.0485937,0.120044,0,0.0781791,0.232204,0.0581497,
1.0471,1,0,0.0471013,0.0575682,0.0471013,-0.0485937,0.352247,0.0581497,0.0781791,0.208983,0.0581497,
0.952899,1,0,0.0471013,0.0575682,0.0471013,-0.0485937,0.352247,-0.0581497,0.0781791,0.208983,0.0581497,
1,1.05757,0,0.0423912,0.0575682,0.0471013,0.0295854,0.352247,0,0.0781791,0.208983,0.0523348,
1,0.942432,0,0.0423912,0.0575682,0.0471013,0.0295854,0.352247,0,0.085997,0.208983,0.0523348,
1,1,0.0471013,0.0423912,0.0518114,0.0471013,0.0295854,0.561231,0,0.085997,0.208983,0.0523348,
1,1,-0.0471013,0.0423912,0.0518114,0.0471013,0.0295854,0.143264,0,0.085997,0.208983,0.0523348,
1.04239,1,0,0.0423912,0.0518114,0.0423912,0.0295854,0.352247,0.0523348,0.085997,0.188085,0.0523348,
0.957609,1,0,0.0423912,0.0518114,0.0423912,0.0295854,0.352247,-0.0523348,0.085997,0.188085,0.0523348,
1,1.05181,0,0.038152,0.0518114,0.0423912,0.115582,0.352247,0,0.085997,0.188085,0.0471013,
1,0.948189,0,0.038152,0.0518114,0.0423912,-0.0564116,0.352247,0,0.085997,0.188085,0.0471013,
1,1,0.0423912,0.038152,0.0466303,0.0423912,0.0295854,0.540333,0,0.0773973,0.188085,0.0471013,
1,1,-0.0423912,0.038152,0.0466303,0.0423912,0.0295854,0.164162,0,0.0773973,0.188085,0.0471013,
1.03815,1,0,0.038152,0.0466303,0.038152,0.0295854,0.164162,0,0.0773973,0.206894,0.0471013,
0.961848,1,0,0.038152,0.0466303,0.038152,0.0295854,0.164162,0.0471013,0.0773973,0.206894,0.0471013,
1,1.04663,0,0.0343368,0.0466303,0.038152,0.0295854,0.164162,-0.0471013,0.0773973,0.206894,0.0471013,
1,0.95337,0,0.0343368,0.0466303,0.038152,0.106983,0.164162,0,0.0773973,0.206894,0.0423912,
1,1,0.038152,0.0343368,0.0419672,0.038152,-0.0478119,0.164162,0,0.0773973,0.206894,0.0423912,
1,1,-0.038152,0.0343368,0.0419672,0.038152,0.0295854,0.371056,0,0.0696576,0.206894,0.0423912,
1.03434,1,0,0.0343368,0.0419672,0.0343368,0.0295854,-0.0427313,0,0.0696576,0.206894,0.0423912,
0.965663,1,0,0.0343368,0.0419672,0.0343368,0.0295854,0.164162,0.0423912,0.0696576,0.186204,0.0423912,
1,1.04197,0,0.0309032,0.0419672,0.0343368,0.0295854,0.164162,-0.0423912,0.0696576,0.186204,0.0423912,
1,0.958033,0,0.0309032,0.0419672,0.0343368,0.099243,0.164162,0,0.0696576,0.186204,0.038152,
1,1,0.0343368,0.0309032,0.0377705,0.0343368,-0.0400722,0.164162,0,0.0696576,0.186204,0.038152,
1,1,-0.0343368,0.0309032,0.0377705,0.0343368,0.0295854,0.350367,0,0.0626918,0.186204,0.038152,
1.0309,1,0,0.0309032,0.0377705,0.0309032,0.0295854,-0.0220419,0,0.0626918,0.186204,0.038152,
0.969097,1,0,0.0309032,0.0377705,0.0309032,0.0295854,0.164162,0.038152,0.0626918,0.167584,0.038152,
1,1.03777,0,0.0278128,0.0377705,0.0309032,0.0295854,0.164162,-0.038152,0.0626918,0.167584,0.038152,
1,0.962229,0,0.0278128,0.0377705,0.0309032,0.0922772,0.164162,0,0.0626918,0.167584,0.0343368,
1,1,0.0309032,0.0278128,0.0339935,0.0309032,-0.0331064,0.164162,0,0.0626918,0.167584,0.0343368,
1,1,-0.0309032,0.0278128,0.0339935,0.0309032,0.0295854,0.331746,0,0.0564226,0.167584,0.0343368,
1.02781,1,0,0.0278128,0.0339935,0.0278128,0.0295854,0.331746,0,0.0564226,0.184342,0.0343368,
0.972187,1,0,0.0278128,0.0339935,0.0278128,0.0295854,0.331746,0.0343368,0.0564226,0.184342,0.0343368,
1,1.03399,0,0.0250316,0.0339935,0.0278128,0.0295854,0.331746,-0.0343368,0.0564226,0.184342,0.0343368,
1,0.966007,0,0.0250316,0.0339935,0.0278128,0.086008,0.331746,0,0.0564226,0.184342,0.0309032,
1,1,0.0278128,0.0250316,0.0305941,0.0278128,-0.0268372,0.331746,0,0.0564226,0.184342,0.0309032,
1,1,-0.0278128,0.0250316,0.0305941,0.0278128,0.0295854,0.516088,0,0.0507804,0.184342,0.0309032,
1.02503,1,0,0.0250316,0.0305941,0.0250316,0.0295854,0.147404,0,0.0507804,0.184342,0.0309032,
0.974968,1,0,0.0250316,0.0305941,0.0250316,0.0295854,0.331746,0.0309032,0.0507804,0.165908,0.0309032,
1,1.03059,0,0.0225284,0.0305941,0.0250316,0.0295854,0.331746,-0.0309032,0.0507804,0.165908,0.0309032,
1,0.969406,0,0.0225284,0.0305941,0.0250316,0.0803658,0.331746,0,0.0507804,0.165908,0.0278128,
1,1,0.0250316,0.0225284,0.0275347,0.0250316,-0.021195,0.331746,0,0.0507804,0.165908,0.0278128,
1,1,-0.0250316,0.0225284,0.0275347,0.0250316,0.0295854,0.497654,0,0.0457023,0.165908,0.0278128,
1.02253,1,0,0.0225284,0.0275347,0.0225284,0.0295854,0.165838,0,0.0457023,0.165908,0.0278128,
0.977472,1,0,0.0225284,0.0275347,0.0225284,0.0295854,0.331746,0.0278128,0.0457023,0.149317,0.0278128,
1,1.02753,0,0.0202756,0.0275347,0.0225284,0.0295854,0.331746,-0.0278128,0.0457023,0.149317,0.0278128,
1,0.972465,0,0.0202756,0.0275347,0.0225284,0.0752877,0.331746,0,0.0457023,0.149317,0.0250316,
1,1,0.0225284,0.0202756,0.0247812,0.0225284,-0.0161169,0.331746,0,0.0457023,0.149317,0.0250316,
1,1,-0.0225284,0.0202756,0.0247812,0.0225284,0.0295854,0.481063,0,0.0411321,0.149317,0.0250316,
1.02028,1,0,0.0202756,0.0247812,0.0202756,0.0295854,0.182429,0,0.0411321,0.149317,0.0250316,
0.979724,1,0,0.0202756,0.0247812,0.0202756,0.0295854,0.331746,0.0250316,0.0411321,0.134385,0.0250316,
1,1.02478,0,0.018248,0.0247812,0.0202756,0.0295854,0.331746,-0.0250316,0.0411321,0.134385,0.0250316,
1,0.975219,0,0.018248,0.0247812,0.0202756,0.0707175,0.331746,0,0.0411321,0.134385,0.0225284,
1,1,0.0202756,0.018248,0.0223031,0.0202756,-0.0115467,0.331746,0,0.0411321,0.134385,0.0225284,
1,1,-0.0202756,0.018248,0.0223031,0.0202756,-0.0115467,0.331746,0,0.0452453,0.134385,0.0225284,
1.01825,1,0,0.018248,0.0223031,0.018248,-0.0115467,0.331746,0,0.0497698,0.134385,0.0225284,
0.981752,1,0,0.018248,0.0223031,0.018248,-0.0115467,0.466132,0,0.0497698,0.134385,0.0225284,
1,1.0223,0,0.0164232,0.0223031,0.018248,-0.0115467,0.197361,0,0.0497698,0.134385,0.0225284,
1,0.977697,0,0.0164232,0.0223031,0.018248,-0.0115467,0.331746,0.0225284,0.0497698,0.120947,0.0225284,
1,1,0.018248,0.0164232,0.0200728,0.018248,-0.0115467,0.331746,-0.0225284,0.0497698,0.120947,0.0225284,
1,1,-0.018248,0.0164232,0.0200728,0.018248,0.0382231,0.331746,0,0.0497698,0.120947,0.0202756,
1.01642,1,0,0.0164232,0.0200728,0.0164232,-0.0613165,0.331746,0,0.0497698,0.120947,0.0202756,
0.983577,1,0,0.0164232,0.0200728,0.0164232,-0.0115467,0.452693,0,0.0447929,0.120947,0.0202756,
1,1.02007,0,0.0147809,0.0200728,0.0164232,-0.0115467,0.210799,0,0.0447929,0.120947,0.0202756,
1,0.979927,0,0.0147809,0.0200728,0.0164232,-0.0115467,0.210799,0,0.0447929,0.133042,0.0202756,
1,1,0.0164232,0.0147809,0.0180655,0.0164232,-0.0115467,0.210799,0.0202756,0.0447929,0.133042,0.0202756,
1,1,-0.0164232,0.0147809,0.0180655,0.0164232,-0.0115467,0.210799,-0.0202756,0.0447929,0.133042,0.0202756,
1.01478,1,0,0.0147809,0.0180655,0.0147809,0.0332462,0.210799,0,0.0447929,0.133042,0.018248,
0.985219,1,0,0.0147809,0.0180655,0.0147809,-0.0563396,0.210799,0,0.0447929,0.133042,0.018248,
1,1.01807,0,0.0133028,0.0180655,0.0147809,-0.0115467,0.343841,0,0.0403136,0.133042,0.018248,
1,0.981934,0,0.0133028,0.0180655,0.0147809,-0.0115467,0.0777576,0,0.0403136,0.133042,0.018248,
1,1,0.0147809,0.0133028,0.016259,0.0147809,-0.0115467,0.210799,0.018248,0.0403136,0.119737,0.018248,
1,1,-0.0147809,0.0133028,0.016259,0.0147809,-0.0115467,0.210799,-0.018248,0.0403136,0.119737,0.018248,
1.0133,1,0,0.0133028,0.016259,0.0133028,0.0287669,0.210799,0,0.0403136,0.119737,0.0164232,
0.986697,1,0,0.0133028,0.016259,0.0133028,-0.0518603,0.210799,0,0.0403136,0.119737,0.0164232,
1,1.01626,0,0.0119725,0.016259,0.0133028,-0.0115467,0.330537,0,0.0362822,0.119737,0.0164232,
1,0.983741,0,0.0119725,0.016259,0.0133028,-0.0115467,0.0910618,0,0.0362822,0.119737,0.0164232,
1,1,0.0133028,0.0119725,0.0146331,0.0133028,-0.0115467,0.210799,0.0164232,0.0362822,0.107764,0.0164232,
1,1,-0.0133028,0.0119725,0.0146331,0.0133028,-0.0115467,0.210799,-0.0164232,0.0362822,0.107764,0.0164232,
1.01197,1,0,0.0119725,0.0146331,0.0119725,0.0247355,0.210799,0,0.0362822,0.107764,0.0147809,
